shipment_ref,origin_port,destination_port,distance_km,transit_time_days,container_type,cargo_type,weight_kg,volume_cbm,carrier_tier,departure_month,seasonality_index,brent_fuel_index,market_demand_factor,actual_freight_price_usd
SHP-13125,Chennai,Rotterdam,11444.2,24,LCL_Consolidated,Textiles,2830.5,4.6,Tier_3_Spot,4,1.05,74.9,1.08,2371.26
SHP-13126,Nhava Sheva,Dubai,2033.0,8,40ft_HighCube,Automotive,17570.9,55.7,Tier_3_Spot,6,1.05,100.1,1.25,5980.93
SHP-13127,Busan,Long Beach,9306.0,14,20ft_Standard,Perishable_Reefer,10819.2,31.4,Tier_2_Regional,11,1.05,90.9,1.22,5886.54
SHP-13128,Chennai,Rotterdam,11480.7,24,40ft_Standard,Hazardous_Chemicals,15515.9,38.0,Tier_2_Regional,5,1.05,101.8,1.19,8836.51
SHP-13129,Tokyo,Los Angeles,8785.7,11,40ft_HighCube,Textiles,11602.5,67.7,Tier_3_Spot,4,1.05,91.0,0.98,5105.62
SHP-13130,Shanghai,Los Angeles,10571.3,16,40ft_Standard,Electronics,13854.6,53.1,Tier_1_Alliance,7,1.05,80.7,1.25,7984.28
SHP-13131,Singapore,Dubai,5841.2,12,40ft_Standard,Automotive,12629.1,45.8,Tier_3_Spot,10,1.25,82.4,0.99,5223.57
SHP-13132,Singapore,Fremantle,3869.6,9,LCL_Consolidated,Hazardous_Chemicals,4004.1,9.8,Tier_2_Regional,4,1.05,74.7,0.91,1852.12
SHP-13133,Chennai,Colombo,593.4,2,40ft_Standard,Textiles,8282.6,39.7,Tier_1_Alliance,8,1.25,105.8,1.09,5290.17
SHP-13134,Hamburg,Singapore,15744.3,24,40ft_HighCube,Textiles,21822.6,59.3,Tier_2_Regional,12,1.05,97.4,0.98,6588.28
SHP-13135,Busan,Long Beach,9340.9,16,LCL_Consolidated,Hazardous_Chemicals,1462.2,13.8,Tier_3_Spot,7,1.05,96.0,0.88,2781.86
SHP-13136,Nhava Sheva,New York,14216.1,25,20ft_Standard,Hazardous_Chemicals,12349.2,22.1,Tier_3_Spot,12,1.05,72.8,1.12,5942.01
SHP-13137,Busan,Long Beach,9330.9,14,40ft_HighCube,Perishable_Reefer,25958.2,64.5,Tier_3_Spot,4,1.05,95.9,1.16,8816.96
SHP-13138,Singapore,Fremantle,3872.6,9,20ft_Standard,Perishable_Reefer,17309.3,29.2,Tier_2_Regional,10,1.25,96.2,1.2,6010.91
SHP-13139,Chennai,Colombo,569.3,5,40ft_HighCube,Textiles,21913.4,64.8,Tier_3_Spot,9,1.25,75.9,1.03,5426.89
SHP-13140,Chennai,Colombo,712.9,4,LCL_Consolidated,Perishable_Reefer,4259.3,5.1,Tier_3_Spot,8,1.25,100.5,1.25,2337.63
SHP-13141,Nhava Sheva,Dubai,2107.9,8,20ft_Standard,Textiles,8860.5,24.0,Tier_3_Spot,10,1.25,73.1,1.06,2666.81
SHP-13142,Hamburg,Singapore,15769.0,23,40ft_Standard,Perishable_Reefer,22379.3,44.7,Tier_3_Spot,8,1.25,87.9,1.2,10674.62
SHP-13143,Tokyo,Los Angeles,8800.5,13,40ft_HighCube,Electronics,16385.7,63.8,Tier_2_Regional,7,1.05,90.3,1.21,7705.43
SHP-13144,Tokyo,Los Angeles,8708.1,11,40ft_HighCube,General_Dry,14315.4,60.9,Tier_1_Alliance,10,1.25,95.2,1.33,9545.71
SHP-13145,Hamburg,Singapore,15756.1,27,40ft_Standard,Hazardous_Chemicals,13367.1,63.0,Tier_1_Alliance,6,1.05,81.0,1.1,10305.59
SHP-13146,Shanghai,Rotterdam,19435.4,27,40ft_Standard,General_Dry,14402.0,36.0,Tier_3_Spot,4,1.05,90.2,0.91,5028.52
SHP-13147,Tokyo,Los Angeles,8809.2,11,40ft_HighCube,Hazardous_Chemicals,21194.2,56.8,Tier_2_Regional,1,0.9,104.6,1.2,8510.01
SHP-13148,Chennai,Rotterdam,11442.4,24,40ft_HighCube,Perishable_Reefer,18272.0,67.8,Tier_2_Regional,10,1.25,76.4,1.28,12138.98
SHP-13149,Nhava Sheva,New York,14185.2,26,40ft_Standard,General_Dry,8797.0,59.1,Tier_2_Regional,12,1.05,92.7,1.25,6863.85
SHP-13150,Busan,Long Beach,9362.6,14,LCL_Consolidated,Textiles,3699.3,10.4,Tier_3_Spot,11,1.05,92.3,1.22,2718.73
SHP-13151,Chennai,Rotterdam,11557.6,23,20ft_Standard,Hazardous_Chemicals,13839.2,18.9,Tier_3_Spot,6,1.05,76.7,1.17,5666.55
SHP-13152,Busan,Long Beach,9443.0,15,20ft_Standard,General_Dry,12281.2,20.7,Tier_1_Alliance,1,0.9,99.6,0.89,2799.11
SHP-13153,Singapore,Fremantle,3867.7,10,40ft_Standard,Automotive,9906.7,63.0,Tier_1_Alliance,1,0.9,74.5,1.34,5833.93
SHP-13154,Shanghai,Rotterdam,19571.2,27,20ft_Standard,Hazardous_Chemicals,3986.4,28.5,Tier_3_Spot,11,1.05,101.1,1.2,7457.66
SHP-13155,Singapore,Fremantle,3913.6,11,20ft_Standard,Electronics,14258.5,28.0,Tier_2_Regional,1,0.9,103.6,1.06,3107.84
SHP-13156,Singapore,Fremantle,3819.0,11,40ft_Standard,Automotive,17580.6,37.6,Tier_2_Regional,7,1.05,100.6,1.15,5295.06
SHP-13157,Chennai,Colombo,551.6,2,40ft_HighCube,Automotive,20754.0,51.3,Tier_1_Alliance,3,1.05,99.0,1.39,7656.41
SHP-13158,Tokyo,Los Angeles,8881.4,12,20ft_Standard,Perishable_Reefer,4825.4,22.6,Tier_3_Spot,3,1.05,106.7,1.0,4172.3
SHP-13159,Shanghai,Los Angeles,10414.8,14,40ft_HighCube,Automotive,12937.5,49.2,Tier_2_Regional,10,1.25,103.4,1.34,9623.21
SHP-13160,Singapore,Dubai,5808.3,9,40ft_Standard,Perishable_Reefer,9314.8,64.7,Tier_3_Spot,8,1.25,85.1,1.18,8063.36
SHP-13161,Hamburg,Singapore,15730.9,26,40ft_HighCube,Automotive,16995.9,48.3,Tier_1_Alliance,12,1.05,105.1,1.39,10597.54
SHP-13162,Shanghai,Los Angeles,10581.0,14,20ft_Standard,Textiles,19503.3,32.9,Tier_1_Alliance,10,1.25,107.9,1.08,6027.27
SHP-13163,Nhava Sheva,New York,14185.9,28,20ft_Standard,Electronics,5121.8,22.8,Tier_1_Alliance,11,1.05,74.3,0.92,4201.49
SHP-13164,Nhava Sheva,New York,14233.4,26,40ft_Standard,Textiles,23187.6,64.6,Tier_3_Spot,4,1.05,74.1,1.06,6024.5
SHP-13165,Singapore,Fremantle,3975.0,11,LCL_Consolidated,Automotive,4618.7,2.7,Tier_3_Spot,3,1.05,80.0,1.31,1831.72
SHP-13166,Santos,Rotterdam,10168.2,20,20ft_Standard,General_Dry,15670.1,26.4,Tier_3_Spot,10,1.25,99.5,1.34,5675.77
SHP-13167,Chennai,Rotterdam,11593.4,23,20ft_Standard,Hazardous_Chemicals,4603.0,17.5,Tier_1_Alliance,1,0.9,102.3,1.31,6178.49
SHP-13168,Chennai,Rotterdam,11503.8,24,40ft_HighCube,General_Dry,26019.2,68.8,Tier_3_Spot,5,1.05,81.2,1.31,7683.64
SHP-13169,Hamburg,Singapore,15868.0,27,20ft_Standard,Textiles,11992.1,16.8,Tier_3_Spot,1,0.9,101.0,1.18,4057.79
SHP-13170,Nhava Sheva,Dubai,2054.6,8,40ft_HighCube,Hazardous_Chemicals,20188.7,55.9,Tier_2_Regional,7,1.05,72.4,1.25,8220.04
SHP-13171,Busan,Long Beach,9366.5,16,20ft_Standard,Perishable_Reefer,15461.6,23.2,Tier_1_Alliance,6,1.05,86.3,1.2,6313.24
SHP-13172,Nhava Sheva,Dubai,2136.9,8,40ft_HighCube,Automotive,10731.2,53.0,Tier_3_Spot,10,1.25,107.4,0.92,5007.7
SHP-13173,Shanghai,Los Angeles,10533.0,13,40ft_HighCube,Automotive,18177.4,71.6,Tier_2_Regional,11,1.05,88.0,1.11,7312.94
SHP-13174,Shanghai,Rotterdam,19569.6,31,40ft_HighCube,Perishable_Reefer,23549.5,63.7,Tier_2_Regional,10,1.25,101.0,0.99,11470.35
SHP-13175,Nhava Sheva,New York,14178.1,27,LCL_Consolidated,Electronics,4911.8,6.8,Tier_3_Spot,8,1.25,107.6,1.24,4747.23
SHP-13176,Hamburg,Singapore,15878.0,25,20ft_Standard,Electronics,9973.6,26.0,Tier_3_Spot,8,1.25,106.5,0.93,5138.94
SHP-13177,Hamburg,Singapore,15777.4,27,LCL_Consolidated,Perishable_Reefer,3956.0,5.7,Tier_1_Alliance,9,1.25,76.6,1.32,6690.47
SHP-13178,Hamburg,Singapore,15875.2,27,LCL_Consolidated,Perishable_Reefer,706.9,6.8,Tier_3_Spot,7,1.05,77.7,1.15,4118.19
SHP-13179,Chennai,Colombo,714.3,4,20ft_Standard,Electronics,19143.2,29.8,Tier_1_Alliance,8,1.25,106.3,0.99,4327.6
SHP-13180,Busan,Long Beach,9487.6,14,40ft_Standard,Hazardous_Chemicals,25298.4,45.9,Tier_1_Alliance,6,1.05,101.8,1.09,9400.14
SHP-13181,Chennai,Rotterdam,11400.1,23,40ft_HighCube,Automotive,25814.3,59.0,Tier_2_Regional,2,0.9,85.0,1.34,7708.95
SHP-13182,Shanghai,Rotterdam,19554.5,27,40ft_HighCube,Textiles,15948.2,68.8,Tier_1_Alliance,4,1.05,97.9,1.16,9114.71
SHP-13183,Shanghai,Rotterdam,19583.7,27,40ft_HighCube,Automotive,14138.8,65.6,Tier_3_Spot,4,1.05,77.4,1.27,8808.5
SHP-13184,Busan,Long Beach,9324.7,16,20ft_Standard,Electronics,7875.6,19.6,Tier_3_Spot,12,1.05,80.1,0.94,3133.24
SHP-13185,Singapore,Dubai,5981.8,9,40ft_HighCube,General_Dry,26672.3,60.0,Tier_3_Spot,4,1.05,81.5,1.37,7047.52
SHP-13186,Nhava Sheva,Dubai,2136.2,7,LCL_Consolidated,Automotive,1180.1,12.5,Tier_3_Spot,1,0.9,99.2,0.93,1107.1
SHP-13187,Nhava Sheva,New York,14185.4,29,40ft_Standard,Electronics,11906.2,54.9,Tier_1_Alliance,10,1.25,103.2,1.37,11716.71
SHP-13188,Tokyo,Los Angeles,8716.2,10,20ft_Standard,General_Dry,13203.5,17.7,Tier_3_Spot,5,1.05,77.9,1.1,3327.88
SHP-13189,Chennai,Colombo,653.9,6,LCL_Consolidated,Electronics,1996.2,8.0,Tier_3_Spot,8,1.25,107.0,1.3,2158.64
SHP-13190,Shanghai,Rotterdam,19573.4,30,40ft_Standard,Textiles,17040.8,65.4,Tier_2_Regional,3,1.05,79.0,1.29,8510.33
SHP-13191,Chennai,Colombo,714.8,3,40ft_HighCube,Hazardous_Chemicals,23461.3,49.0,Tier_2_Regional,6,1.05,79.3,0.94,6087.52
SHP-13192,Chennai,Colombo,744.0,6,40ft_Standard,Automotive,13960.1,66.5,Tier_1_Alliance,5,1.05,84.1,1.0,5086.09
SHP-13193,Busan,Long Beach,9405.5,16,LCL_Consolidated,Electronics,4941.6,7.3,Tier_1_Alliance,8,1.25,87.7,1.37,4616.13
SHP-13194,Busan,Long Beach,9308.9,13,LCL_Consolidated,Hazardous_Chemicals,3680.5,11.9,Tier_2_Regional,8,1.25,74.8,1.24,4559.54
SHP-13195,Chennai,Rotterdam,11525.2,23,40ft_Standard,General_Dry,23156.1,41.9,Tier_3_Spot,7,1.05,92.0,1.21,6033.69
SHP-13196,Nhava Sheva,New York,14174.3,26,LCL_Consolidated,Electronics,3455.0,2.4,Tier_1_Alliance,5,1.05,97.6,1.39,4926.15
SHP-13197,Singapore,Dubai,5958.1,11,40ft_Standard,General_Dry,22742.7,35.5,Tier_3_Spot,7,1.05,74.9,1.38,5636.01
SHP-13198,Shanghai,Rotterdam,19428.5,31,LCL_Consolidated,Hazardous_Chemicals,3685.2,5.7,Tier_2_Regional,4,1.05,79.7,1.2,5795.47
SHP-13199,Singapore,Fremantle,3970.0,7,20ft_Standard,Textiles,7082.1,29.7,Tier_2_Regional,5,1.05,100.3,1.38,3955.16
SHP-13200,Shanghai,Los Angeles,10524.4,17,LCL_Consolidated,General_Dry,613.2,2.5,Tier_1_Alliance,4,1.05,100.5,1.04,2590.56
SHP-13201,Singapore,Dubai,5860.3,13,LCL_Consolidated,Hazardous_Chemicals,3701.5,10.4,Tier_3_Spot,9,1.25,97.8,1.22,3795.93
SHP-13202,Busan,Long Beach,9406.1,16,20ft_Standard,Perishable_Reefer,10262.5,32.1,Tier_3_Spot,3,1.05,76.2,1.19,5158.8
SHP-13203,Shanghai,Los Angeles,10499.8,15,40ft_Standard,Perishable_Reefer,25597.4,42.0,Tier_2_Regional,3,1.05,89.7,1.04,7540.92
SHP-13204,Chennai,Rotterdam,11590.5,22,40ft_Standard,General_Dry,11012.8,42.3,Tier_1_Alliance,10,1.25,83.6,1.18,7530.08
SHP-13205,Chennai,Colombo,552.8,5,40ft_Standard,Textiles,25650.1,58.4,Tier_1_Alliance,12,1.05,103.6,1.16,5874.87
SHP-13206,Hamburg,Singapore,15811.1,25,LCL_Consolidated,Perishable_Reefer,4363.3,5.1,Tier_3_Spot,8,1.25,72.6,1.1,4684.44
SHP-13207,Hamburg,Singapore,15871.9,25,LCL_Consolidated,General_Dry,3524.9,7.4,Tier_1_Alliance,12,1.05,77.0,1.34,4323.35
SHP-13208,Tokyo,Los Angeles,8870.5,10,40ft_Standard,Textiles,17697.8,38.9,Tier_3_Spot,4,1.05,102.9,1.15,5437.77
SHP-13209,Tokyo,Los Angeles,8733.0,14,40ft_HighCube,Perishable_Reefer,17679.9,67.0,Tier_1_Alliance,4,1.05,93.6,0.99,8390.3
SHP-13210,Chennai,Rotterdam,11581.3,23,LCL_Consolidated,Automotive,3480.2,2.4,Tier_1_Alliance,7,1.05,86.4,1.4,4060.95
SHP-13211,Chennai,Rotterdam,11577.5,25,40ft_HighCube,Electronics,13270.7,52.8,Tier_1_Alliance,5,1.05,79.4,1.06,7321.11
SHP-13212,Busan,Long Beach,9355.4,16,20ft_Standard,General_Dry,14840.8,32.7,Tier_3_Spot,7,1.05,84.7,0.96,3371.81
SHP-13213,Singapore,Dubai,5836.3,9,LCL_Consolidated,Textiles,2604.6,10.2,Tier_1_Alliance,8,1.25,99.3,0.89,2303.81
SHP-13214,Tokyo,Los Angeles,8842.1,11,LCL_Consolidated,Hazardous_Chemicals,4773.6,3.1,Tier_3_Spot,12,1.05,86.8,1.06,3043.29
SHP-13215,Shanghai,Rotterdam,19585.1,31,40ft_HighCube,Automotive,13004.6,64.3,Tier_2_Regional,8,1.25,92.7,0.99,8892.45
SHP-13216,Nhava Sheva,New York,14141.7,28,40ft_Standard,Textiles,14056.2,50.9,Tier_2_Regional,8,1.25,86.4,1.11,7337.82
SHP-13217,Chennai,Colombo,645.2,4,40ft_Standard,Hazardous_Chemicals,15652.6,41.7,Tier_3_Spot,5,1.05,75.2,1.02,5004.95
SHP-13218,Singapore,Fremantle,3814.6,9,40ft_Standard,Automotive,25278.8,55.9,Tier_1_Alliance,5,1.05,78.4,1.3,7296.09
SHP-13219,Shanghai,Los Angeles,10438.4,17,20ft_Standard,Textiles,18291.4,17.1,Tier_2_Regional,1,0.9,73.2,0.92,2869.1
SHP-13220,Nhava Sheva,Dubai,2122.0,6,40ft_HighCube,Automotive,15540.7,50.7,Tier_1_Alliance,4,1.05,86.9,1.02,5429.65
SHP-13221,Singapore,Fremantle,3831.3,7,40ft_HighCube,Automotive,10229.8,45.1,Tier_3_Spot,12,1.05,90.9,1.09,4964.53
SHP-13222,Hamburg,Singapore,15855.5,25,LCL_Consolidated,Textiles,583.5,12.1,Tier_3_Spot,11,1.05,93.7,1.4,4119.74
SHP-13223,Shanghai,Rotterdam,19596.2,30,40ft_Standard,Automotive,24598.5,47.2,Tier_3_Spot,10,1.25,105.8,1.09,8947.61
SHP-13224,Santos,Rotterdam,10146.2,20,40ft_Standard,General_Dry,20160.5,38.8,Tier_3_Spot,3,1.05,99.4,1.13,5439.16
SHP-13225,Hamburg,Singapore,15761.1,24,20ft_Standard,Hazardous_Chemicals,17371.9,25.2,Tier_3_Spot,8,1.25,107.3,1.36,10093.31
SHP-13226,Shanghai,Rotterdam,19524.1,30,20ft_Standard,Textiles,9552.6,31.5,Tier_3_Spot,8,1.25,94.3,0.96,5198.44
SHP-13227,Chennai,Colombo,643.4,2,20ft_Standard,Textiles,8548.6,26.1,Tier_2_Regional,8,1.25,96.3,0.99,2864.7
SHP-13228,Shanghai,Los Angeles,10546.0,16,20ft_Standard,Automotive,12143.6,22.3,Tier_2_Regional,9,1.25,96.8,1.35,6438.37
SHP-13229,Santos,Rotterdam,10210.1,17,20ft_Standard,Automotive,15123.9,23.5,Tier_2_Regional,6,1.05,90.0,1.41,5661.12
SHP-13230,Chennai,Colombo,722.4,6,40ft_HighCube,Electronics,26484.5,75.8,Tier_3_Spot,7,1.05,81.9,1.36,7427.76
SHP-13231,Chennai,Rotterdam,11433.6,22,40ft_Standard,Perishable_Reefer,23113.8,56.1,Tier_2_Regional,6,1.05,93.4,1.32,9973.61
SHP-13232,Singapore,Dubai,5947.1,13,LCL_Consolidated,Textiles,2242.6,9.4,Tier_3_Spot,10,1.25,94.8,1.41,2883.65
SHP-13233,Busan,Long Beach,9315.7,14,40ft_Standard,Hazardous_Chemicals,24328.2,62.6,Tier_2_Regional,11,1.05,73.3,1.22,9596.75
SHP-13234,Singapore,Dubai,5804.7,11,40ft_Standard,Perishable_Reefer,11053.8,55.7,Tier_2_Regional,9,1.25,98.1,1.25,9090.16
SHP-13235,Busan,Long Beach,9404.8,15,40ft_HighCube,Electronics,21227.4,55.3,Tier_3_Spot,1,0.9,80.5,1.31,6752.46
SHP-13236,Shanghai,Rotterdam,19455.9,27,LCL_Consolidated,Automotive,2185.7,8.4,Tier_1_Alliance,4,1.05,98.3,1.08,4629.42
SHP-13237,Hamburg,Singapore,15816.1,24,20ft_Standard,Electronics,13815.0,20.5,Tier_2_Regional,12,1.05,90.9,1.26,6097.36
SHP-13238,Singapore,Dubai,5962.3,9,LCL_Consolidated,Electronics,1440.6,13.6,Tier_2_Regional,5,1.05,75.1,0.88,1730.96
SHP-13239,Hamburg,Singapore,15743.7,25,20ft_Standard,Hazardous_Chemicals,3826.0,28.3,Tier_1_Alliance,3,1.05,86.7,1.16,7431.9
SHP-13240,Tokyo,Los Angeles,8790.4,14,LCL_Consolidated,Electronics,4508.8,13.1,Tier_1_Alliance,8,1.25,82.1,1.11,3707.68
SHP-13241,Busan,Long Beach,9496.7,15,LCL_Consolidated,Textiles,1614.4,12.2,Tier_1_Alliance,3,1.05,104.5,0.99,2773.28
SHP-13242,Singapore,Fremantle,3923.9,9,20ft_Standard,Hazardous_Chemicals,5639.5,16.0,Tier_3_Spot,10,1.25,82.2,1.32,4897.94
SHP-13243,Chennai,Rotterdam,11575.4,21,40ft_Standard,Textiles,15851.8,50.5,Tier_2_Regional,9,1.25,76.0,1.35,8486.89
SHP-13244,Shanghai,Rotterdam,19423.0,29,40ft_HighCube,Automotive,18564.0,64.6,Tier_2_Regional,4,1.05,90.7,1.42,10873.85
SHP-13245,Chennai,Rotterdam,11485.4,23,40ft_HighCube,Electronics,18049.4,65.3,Tier_2_Regional,5,1.05,97.4,1.14,7951.5
SHP-13246,Singapore,Fremantle,3842.1,9,20ft_Standard,Hazardous_Chemicals,16633.2,26.5,Tier_3_Spot,3,1.05,86.8,0.98,3950.96
SHP-13247,Chennai,Colombo,555.8,5,LCL_Consolidated,Hazardous_Chemicals,3903.0,2.7,Tier_2_Regional,2,0.9,94.9,1.37,1831.25
SHP-13248,Tokyo,Los Angeles,8836.0,10,40ft_Standard,Automotive,12304.8,58.0,Tier_1_Alliance,2,0.9,103.1,1.19,6265.63
SHP-13249,Shanghai,Los Angeles,10437.5,16,40ft_HighCube,Hazardous_Chemicals,21602.9,61.1,Tier_3_Spot,5,1.05,106.6,0.94,7645.67
SHP-13250,Busan,Long Beach,9493.2,13,LCL_Consolidated,Perishable_Reefer,2506.5,6.0,Tier_3_Spot,12,1.05,90.2,1.41,3901.2
SHP-13251,Chennai,Colombo,665.8,2,LCL_Consolidated,Textiles,1036.0,2.4,Tier_2_Regional,7,1.05,81.6,1.15,1048.1
SHP-13252,Chennai,Colombo,655.5,6,40ft_HighCube,Perishable_Reefer,23153.5,60.9,Tier_3_Spot,4,1.05,101.0,1.0,6155.92
SHP-13253,Tokyo,Los Angeles,8868.3,12,LCL_Consolidated,Electronics,4683.6,5.9,Tier_2_Regional,5,1.05,96.8,0.88,2299.94
SHP-13254,Singapore,Dubai,5975.5,13,40ft_Standard,Perishable_Reefer,17253.3,54.7,Tier_1_Alliance,4,1.05,76.2,1.12,7659.39
SHP-13255,Tokyo,Los Angeles,8749.0,13,40ft_HighCube,Electronics,27068.0,58.3,Tier_3_Spot,12,1.05,90.7,1.28,8072.04
SHP-13256,Tokyo,Los Angeles,8865.7,12,40ft_HighCube,General_Dry,20115.4,62.7,Tier_3_Spot,6,1.05,107.9,1.2,6532.5
SHP-13257,Chennai,Rotterdam,11440.0,22,20ft_Standard,Perishable_Reefer,18974.4,22.8,Tier_3_Spot,12,1.05,101.7,0.96,4872.44
SHP-13258,Singapore,Fremantle,3925.0,7,20ft_Standard,Textiles,5861.2,30.0,Tier_2_Regional,11,1.05,73.4,0.95,2491.38
SHP-13259,Singapore,Fremantle,3931.7,10,LCL_Consolidated,Electronics,596.0,9.2,Tier_1_Alliance,3,1.05,104.8,1.07,2233.27
SHP-13260,Hamburg,Singapore,15770.5,23,40ft_Standard,General_Dry,18750.4,54.0,Tier_2_Regional,6,1.05,81.9,1.31,7701.86
SHP-13261,Chennai,Rotterdam,11560.9,24,40ft_Standard,Electronics,10114.6,62.7,Tier_1_Alliance,11,1.05,93.9,1.0,6748.83
SHP-13262,Tokyo,Los Angeles,8895.3,12,20ft_Standard,General_Dry,5304.4,16.4,Tier_2_Regional,9,1.25,77.0,0.9,3055.1
SHP-13263,Busan,Long Beach,9470.9,16,40ft_Standard,General_Dry,17510.2,39.0,Tier_2_Regional,12,1.05,73.2,1.01,4810.9
SHP-13264,Chennai,Rotterdam,11581.9,23,40ft_HighCube,Automotive,22758.7,51.7,Tier_2_Regional,9,1.25,84.9,1.29,9928.39
SHP-13265,Chennai,Colombo,670.0,3,40ft_Standard,Hazardous_Chemicals,13931.1,56.8,Tier_3_Spot,4,1.05,90.9,0.94,5179.22
SHP-13266,Nhava Sheva,New York,14207.2,28,40ft_Standard,Textiles,21764.4,62.9,Tier_1_Alliance,7,1.05,105.5,1.34,9259.68
SHP-13267,Singapore,Fremantle,3871.0,7,40ft_HighCube,Electronics,16572.3,59.5,Tier_2_Regional,7,1.05,99.9,1.3,7396.8
SHP-13268,Santos,Rotterdam,10244.8,19,40ft_HighCube,Automotive,14386.2,74.0,Tier_1_Alliance,2,0.9,92.7,1.27,7762.04
SHP-13269,Singapore,Fremantle,3865.7,9,40ft_HighCube,Textiles,18162.7,48.2,Tier_3_Spot,6,1.05,72.5,1.26,5539.47
SHP-13270,Singapore,Dubai,5902.5,11,20ft_Standard,Textiles,16267.7,24.2,Tier_2_Regional,3,1.05,95.6,1.04,3407.59
SHP-13271,Busan,Long Beach,9358.1,13,40ft_HighCube,General_Dry,26790.0,57.8,Tier_2_Regional,6,1.05,84.5,1.07,6208.3
SHP-13272,Busan,Long Beach,9460.0,13,40ft_HighCube,Hazardous_Chemicals,19194.0,71.6,Tier_3_Spot,9,1.25,99.2,0.95,9218.72
SHP-13273,Shanghai,Los Angeles,10489.3,15,40ft_HighCube,Perishable_Reefer,21296.5,73.9,Tier_2_Regional,5,1.05,85.4,1.35,11127.12
SHP-13274,Shanghai,Rotterdam,19456.8,27,40ft_Standard,Electronics,16052.8,62.2,Tier_3_Spot,12,1.05,93.1,1.32,9216.79
SHP-13275,Chennai,Colombo,669.2,6,20ft_Standard,General_Dry,4118.2,20.1,Tier_2_Regional,6,1.05,104.1,1.2,2625.23
SHP-13276,Singapore,Dubai,5909.5,11,LCL_Consolidated,Perishable_Reefer,4649.1,12.1,Tier_2_Regional,2,0.9,87.7,0.95,2135.05
SHP-13277,Santos,Rotterdam,10212.7,20,LCL_Consolidated,General_Dry,1984.5,9.0,Tier_1_Alliance,6,1.05,104.5,1.38,3684.92
SHP-13278,Chennai,Colombo,636.2,4,20ft_Standard,Perishable_Reefer,5230.6,17.8,Tier_2_Regional,3,1.05,89.7,1.25,3384.5
SHP-13279,Hamburg,Singapore,15772.1,23,40ft_HighCube,Hazardous_Chemicals,22481.8,51.3,Tier_1_Alliance,2,0.9,89.9,1.38,12125.29
SHP-13280,Chennai,Rotterdam,11411.2,23,40ft_HighCube,Hazardous_Chemicals,14331.9,54.0,Tier_3_Spot,6,1.05,94.4,1.06,8127.39
SHP-13281,Shanghai,Rotterdam,19584.7,28,20ft_Standard,Perishable_Reefer,20213.6,26.9,Tier_3_Spot,4,1.05,85.4,1.4,8899.16
SHP-13282,Santos,Rotterdam,10196.7,20,LCL_Consolidated,Automotive,3022.2,11.4,Tier_1_Alliance,6,1.05,99.3,1.04,2995.14
SHP-13283,Busan,Long Beach,9416.1,12,LCL_Consolidated,Textiles,1821.7,3.0,Tier_1_Alliance,2,0.9,85.3,1.06,2117.02
SHP-13284,Chennai,Colombo,661.8,3,20ft_Standard,Textiles,13423.5,25.5,Tier_3_Spot,4,1.05,86.1,1.09,2448.27
SHP-13285,Chennai,Rotterdam,11555.7,25,40ft_Standard,General_Dry,20239.5,36.2,Tier_3_Spot,10,1.25,106.4,1.36,8130.43
SHP-13286,Tokyo,Los Angeles,8809.3,10,20ft_Standard,General_Dry,9692.5,28.7,Tier_2_Regional,4,1.05,93.5,0.93,3155.72
SHP-13287,Shanghai,Rotterdam,19568.2,28,20ft_Standard,Electronics,8130.6,15.6,Tier_2_Regional,12,1.05,78.8,1.25,6185.68
SHP-13288,Nhava Sheva,Dubai,2141.5,8,LCL_Consolidated,Electronics,3143.5,4.2,Tier_2_Regional,1,0.9,96.0,1.36,1715.31
SHP-13289,Tokyo,Los Angeles,8812.1,13,40ft_Standard,Textiles,18072.8,54.7,Tier_1_Alliance,9,1.25,82.7,1.39,9331.63
SHP-13290,Chennai,Colombo,653.9,5,LCL_Consolidated,Perishable_Reefer,1618.1,12.6,Tier_2_Regional,3,1.05,98.6,1.17,2021.86
SHP-13291,Singapore,Dubai,5902.5,9,40ft_Standard,Hazardous_Chemicals,21371.4,48.0,Tier_1_Alliance,5,1.05,89.3,0.96,7123.22
SHP-13292,Hamburg,Singapore,15761.4,23,40ft_HighCube,Perishable_Reefer,20058.5,68.8,Tier_3_Spot,3,1.05,99.4,1.2,10277.99
SHP-13293,Hamburg,Singapore,15781.3,26,40ft_HighCube,Automotive,22295.8,62.0,Tier_1_Alliance,8,1.25,101.7,1.04,10069.67
SHP-13294,Singapore,Fremantle,3913.3,9,LCL_Consolidated,Automotive,3486.9,5.7,Tier_2_Regional,5,1.05,85.8,1.21,1901.5
SHP-13295,Singapore,Fremantle,3923.3,9,40ft_Standard,General_Dry,13945.1,49.0,Tier_2_Regional,5,1.05,95.5,0.99,4186.83
SHP-13296,Singapore,Dubai,5802.0,10,LCL_Consolidated,Automotive,4311.0,13.3,Tier_1_Alliance,7,1.05,81.7,1.4,3193.3
SHP-13297,Hamburg,Singapore,15778.1,27,20ft_Standard,General_Dry,20754.4,18.3,Tier_3_Spot,3,1.05,92.8,1.31,5452.79
SHP-13298,Nhava Sheva,Dubai,2133.0,5,40ft_HighCube,Perishable_Reefer,18831.6,50.8,Tier_3_Spot,1,0.9,80.2,0.99,4778.96
